customer_id,Recency,Frequency,Monetary,cluster
2839,9,37,177264.49,2
2840,3,48,161035.72999999998,2
2841,19,46,103496.91,2
2842,18,54,288502.31,2
2843,24,48,149484.67,2
2844,69,46,229527.65,3
2845,17,53,81684.68000000001,2
2846,3,55,151778.13999999998,2
2847,24,62,354701.49,1
2848,15,54,774416.87,0
2849,20,56,292361.12,1
2850,3,65,265019.29,1
2851,9,44,365169.95,2
2852,3,64,233321.25,1
2853,3,53,404972.85000000003,2
2854,3,59,370234.47000000003,1
2855,17,57,442383.93,1
2856,6,47,410412.13,2
2857,7,62,268982.26,1
2858,3,52,214529.72999999998,2
2859,6,66,123184.29000000001,1
2860,17,51,181401.88,2
2861,22,53,741007.21,0
2862,11,48,193336.68,2
2863,1,63,327309.52,1
2864,16,53,289894.13,2
2865,2,67,360722.51,1
2866,1,58,117598.73,1
2867,6,53,436152.66000000003,2
2868,33,66,621266.87,0
2869,4,47,207543.59000000003,2
2870,9,60,922413.8400000001,0
2871,7,48,247656.59,2
2872,13,53,288859.99,2
2873,32,55,380113.64,3
2874,1,51,353017.10000000003,2
2875,14,61,496167.51,1
2876,28,60,248444.33,3
2877,13,66,270909.62,1
2878,7,61,203910.11,1
2879,16,67,537543.14,1
2880,10,49,400445.93,2
2881,2,58,503327.31000000006,0
2882,4,55,706452.59,0
2883,19,40,177885.84,2
2884,7,45,302380.12,2
2885,1,55,443015.34,1
2886,21,56,289096.63,2
2887,6,53,541235.48,0
2888,11,52,207454.09,2
2889,8,47,623864.36,0
2890,10,55,321546.5,2
2891,80,48,317240.67,3
2892,1,61,772192.34,0
2893,12,69,459228.37,1
2894,4,63,460413.44,1
2895,10,56,638542.55,0
2896,6,55,454390.41,1
2897,3,51,276186.2,2
2898,1,60,321580.85000000003,1
2899,9,57,383446.58999999997,1
2900,9,52,711142.38,0
2901,11,60,131281.17,1
2902,1,57,432332.39,1
2903,13,57,337398.06,1
2904,55,49,258741.06000000003,3
2905,27,55,265438.38,3
2906,25,62,544667.15,0
2907,14,53,161268.63,2
2908,2,65,382249.24,1
2909,1,54,294135.72,2
2910,24,50,228368.31,2
2911,34,57,144456.45,3
2912,8,53,609446.91,0
2913,1,62,290918.87,1
2914,18,49,490187.15,2
2915,7,46,725643.57,0
2916,9,58,664254.92,0
2917,10,58,644152.3400000001,0
2918,16,48,302915.72000000003,2
2919,52,47,371891.3,3
2920,14,52,484581.3,2
2921,19,54,184077.05,2
2922,1,57,495436.35,0
2923,22,65,150406.73,1
2924,7,62,192221.35,1
2925,3,61,159096.05,1
2926,1,63,539168.99,0
2927,5,75,1012621.3,0
2928,25,53,389574.1,3
2929,16,61,337219.19999999995,1
2930,12,48,236399.04,2
2931,8,50,416450.77999999997,2
2932,5,56,370290.75,1
2933,37,53,269061.56,3
2934,3,60,702229.88,0
2935,15,45,126646.1,2
2936,13,51,401137.83999999997,2
2937,11,63,242102.05,1
2938,10,51,302973.96,2
2939,5,57,375439.43,1
2940,4,63,386058.83999999997,1
2941,20,65,614310.4,0
2942,2,79,434132.86,1
2943,1,61,419685.14,1
2944,8,61,292500.41,1
2945,5,63,462493.19,1
2946,4,53,314295.28,2
2947,2,56,273632.24,2
2948,17,53,217094.81,2
2949,18,49,99361.22,2
2950,11,61,279110.83999999997,1
2951,2,55,310982.56,2
2952,28,61,289144.77,1
2953,18,66,318987.98000000004,1
2954,14,50,271939.8,2
2955,34,50,477875.0,3
2956,12,66,988677.15,0
2957,7,62,368914.04,1
2958,1,57,174041.54,1
2959,30,56,515007.61,3
2960,21,43,280335.61,2
2961,15,60,231012.97999999998,1
2962,86,41,124891.43,3
2963,2,41,185086.99,2
2964,6,41,491699.14,2
2965,39,46,255997.22,3
2966,16,74,326671.39,1
2967,1,53,300761.41000000003,2
2968,2,47,476626.97,2
2969,30,59,135397.4,3
2970,9,60,397285.28,1
2971,31,51,176914.93,3
2972,9,37,300739.09,2
2973,18,53,216817.11000000002,2
2974,36,49,211816.00999999998,3
2975,13,44,225605.83,2
2976,2,48,113303.46,2
2977,48,70,399649.96,3
2978,6,72,373130.66,1
2979,3,40,155001.63,2
2980,10,63,169300.95,1
2981,9,44,327726.95999999996,2
2982,16,55,930948.54,0
2983,31,55,340845.6,3
2984,10,55,175165.63999999998,2
2985,2,59,705030.14,0
2986,3,40,312483.05,2
2987,4,65,252871.95,1
2988,4,54,171719.45,2
2989,94,48,220096.8,3
2990,7,58,339408.4,1
2991,4,47,107988.45,2
2992,3,49,378454.97,2
2993,21,49,252751.28999999998,2
2994,6,52,793973.42,0
2995,23,69,248531.13,1
2996,1,54,477329.94999999995,2
2997,22,55,285359.9,2
2998,25,44,246780.35,2
2999,13,52,256402.19,2
3000,4,71,279168.67,1
3001,2,49,1109918.07,0
3002,12,61,369774.97000000003,1
3003,30,55,163847.30000000002,3
3004,18,46,169393.14,2
3005,8,65,537957.24,1
3006,23,40,954413.78,0
3007,19,54,283500.88,2
3008,10,54,373143.68,2
3009,6,64,309953.18,1
3010,7,49,48485.56,2
3011,7,61,317589.59,1
3012,7,60,240287.34,1
3013,7,65,288937.17,1
3014,12,51,497993.94999999995,2
3015,5,63,732040.46,0
3016,10,56,252511.34,2
3017,16,56,336728.41,1
3018,43,61,247149.4,3
3019,1,70,173719.32,1
3020,22,66,442643.69,1
3021,3,65,192709.98,1
3022,9,61,265740.26,1
3023,10,52,917487.97,0
3024,34,53,179635.32,3
3025,14,53,194578.02,2
3026,28,51,332263.72,3
3027,14,50,287147.29,2
3028,10,62,407876.2,1
3029,20,53,533264.39,0
3030,15,63,451834.81,1
3031,21,57,289840.98,1
3032,44,69,653967.25,3
3033,18,58,686842.66,0
3034,10,59,279967.57,1
3035,6,50,311742.39999999997,2
3036,13,68,375295.02,1
3037,10,58,564705.6,0
3038,25,63,468275.08999999997,1
3039,21,39,348987.02,2
3040,13,56,252962.47999999998,2
3041,11,56,697853.12,0
3042,15,52,260015.55,2
3043,25,58,475433.01999999996,3
3044,11,54,241836.43,2
3045,14,54,126688.6,2
3046,1,59,392698.49,1
3047,21,54,95243.69,2
3048,31,48,263035.13,3
3049,3,60,406123.68,1
3050,7,72,595293.19,0
3051,3,39,424447.45,2
3052,4,59,275501.44,1
3053,68,56,210046.26,3
3054,2,52,396342.52,2
3055,3,56,370093.17,1
3056,2,46,236170.47,2
3057,2,48,295742.71,2
3058,5,54,382930.65,2
3059,15,51,488172.91,2
3060,3,56,454979.08999999997,1
3061,6,56,308578.01,1
3062,15,70,681005.3,0
3063,20,46,138611.68,2
3064,4,51,560636.8,0
3065,58,52,425272.79000000004,3
3066,1,58,320708.43,1
3067,11,70,554270.85,1
3068,7,68,520182.89,1
3069,46,47,271400.99,3
3070,2,61,306278.03,1
3071,15,53,302681.82,2
3072,9,55,313046.23,2
3073,10,38,221062.18,2
3074,40,63,380048.0,3
3075,3,52,298581.8,2
3076,46,58,317000.22000000003,3
3077,2,64,325656.87,1
3078,16,54,452703.48,2
3079,16,68,605370.74,0
3080,23,53,186563.66999999998,2
3081,4,47,481072.57999999996,2
3082,18,45,436896.48,2
3083,20,60,467511.29000000004,1
3084,12,55,349949.49,2
3085,26,53,316157.22,3
3086,10,50,201130.76,2
3087,5,58,278557.12,1
3088,3,54,570284.52,0
3089,14,48,227533.38,2
3090,39,55,411774.08,3
3091,6,57,685581.9299999999,0
3092,10,57,352023.07,1
3093,14,69,443327.75,1
3094,5,74,819172.31,0
3095,5,52,242467.77,2
3096,9,51,498461.43,2
3097,42,50,332927.04000000004,3
3098,13,57,463690.32,1
3099,17,59,400229.37,1
3100,2,64,289344.87,1
3101,7,75,536815.45,1
3102,13,48,377742.8,2
3103,13,58,357050.21,1
3104,5,52,235953.57,2
3105,28,63,554397.4,0
3106,2,56,585892.44,0
3107,8,65,540109.71,1
3108,13,69,184979.54,1
3109,7,55,295947.15,2
3110,1,59,524662.47,0
3111,1,60,199914.89,1
3112,9,61,336877.27,1
3113,5,61,385551.61,1
3114,8,71,199333.51,1
3115,6,56,413204.56999999995,1
3116,4,52,422088.67000000004,2
3117,34,52,310368.35000000003,3
3118,2,59,775807.03,0
3119,7,54,219121.62,2
3120,3,53,284220.74,2
3121,19,63,734456.28,0
3122,7,46,554331.19,2
3123,29,62,372177.72000000003,3
3124,18,58,147030.2,1
3125,3,57,142415.0,2
3126,23,67,345286.73,1
3127,39,64,613032.24,3
3128,7,55,195294.38,2
3129,8,59,485080.97,1
3130,15,61,584861.99,0
3131,14,52,156163.47,2
3132,3,55,204934.12,2
3133,17,47,174382.59,2
3134,3,49,167109.15,2
3135,5,60,352287.93,1
3136,6,66,371093.36,1
3137,2,57,459584.74000000005,1
3138,49,53,133251.7,3
3139,3,59,319930.1,1
3140,15,51,179016.26,2
3141,4,54,518882.91000000003,0
3142,8,53,913080.99,0
3143,2,56,257778.29,2
3144,26,52,243524.75,3
3145,2,61,944582.69,0
3146,53,48,246928.9,3
3147,13,44,136689.6,2
3148,32,48,452599.87,3
3149,1,49,397209.99,2
3150,11,55,449701.2,1
3151,4,66,569576.27,0
3152,3,67,520843.95999999996,1
3153,6,50,327956.32,2
3154,4,59,200908.43,1
3155,25,53,520043.83999999997,3
3156,15,41,311294.16000000003,2
3157,4,61,298915.55,1
3158,6,61,356993.1,1
3159,11,52,502095.69999999995,2
3160,16,40,153213.91,2
3161,9,71,499782.66000000003,1
3162,21,60,449399.76,1
3163,1,57,81454.68,2
3164,6,47,588102.62,0
3165,3,63,1044731.0,0
3166,7,58,486769.69,1
3167,4,63,225192.16,1
3168,23,63,394721.81,1
3169,12,63,602347.98,0
3170,1,67,218927.78999999998,1
3171,25,47,235316.09,2
3172,6,44,42753.57,2
3173,6,45,333985.94,2
3174,35,65,594921.76,3
3175,7,56,386994.27,1
3176,22,49,195643.4,2
3177,10,53,154238.71,2
3178,12,49,335219.85,2
3179,16,57,379439.45,1
3180,29,52,620166.15,3
3181,12,53,283652.23,2
3182,6,72,559583.71,1
3183,7,59,727666.77,0
3184,14,70,1045218.2000000001,0
3185,13,64,363217.44,1
3186,1,62,565733.48,0
3187,7,56,517438.61,0
3188,31,64,669660.36,0
3189,10,60,189472.89,1
3190,12,52,291132.92,2
3191,34,51,521795.95,3
3192,50,37,114131.48000000001,3
3193,22,51,328690.66000000003,2
3194,7,54,451217.82999999996,2
3195,14,53,660793.82,0
3196,16,64,424516.75,1
3197,2,50,281793.51,2
3198,2,49,623382.76,0
3199,1,43,138334.45,2
3200,9,46,64562.19,2
3201,17,66,380836.34,1
3202,8,52,256172.01,2
3203,13,56,719483.03,0
3204,6,49,705145.24,0
3205,32,51,462011.98,3
3206,1,62,193438.51,1
3207,2,39,91539.84,2
3208,1,54,483214.22000000003,2
3209,4,54,240390.6,2
3210,7,67,476307.18,1
3211,3,48,344679.1,2
3212,2,56,454653.87,1
3213,8,58,367092.28,1
3214,15,64,609507.22,0
3215,2,55,222323.3,2
3216,3,59,398933.16000000003,1
3217,16,53,270021.49,2
3218,6,53,316578.58,2
3219,10,49,713981.37,0
3220,8,49,112467.62999999999,2
3221,1,55,196989.41999999998,2
3222,20,48,545235.04,2
3223,15,59,282031.77,1
3224,2,67,251060.04,1
3225,19,64,306900.64,1
3226,33,60,349692.64,3
3227,9,48,321695.88,2
3228,21,66,225917.51,1
3229,21,51,558006.15,0
3230,17,50,91006.47,2
3231,1,50,282177.33,2
3232,7,63,522072.95,1
3233,5,57,177778.06,1
3234,3,55,277975.6,2
3235,22,65,558945.84,0
3236,5,53,162090.34,2
3237,33,59,331189.13,3
3238,3,60,1326304.93,0
3239,24,56,547450.02,0
3240,19,65,265259.82,1
3241,19,53,147534.12,2
3242,5,50,354892.26,2
3243,9,55,719346.86,0
3244,8,41,164237.76,2
3245,15,55,344515.0,2
3246,9,47,479522.97,2
3247,45,63,587970.24,3
3248,8,60,206293.8,1
3249,10,57,262643.2,1
3250,1,62,562489.08,0
3251,47,58,154974.97,3
3252,14,51,298903.38,2
3253,28,57,197542.21,3
3254,10,47,163813.15,2
3255,28,65,278108.47,1
3256,16,63,327609.58,1
3257,19,58,344931.97000000003,1
3258,8,66,623939.98,0
3259,4,44,160197.88,2
3260,21,66,382865.97000000003,1
3261,15,54,346836.24,2
3262,25,46,183995.72000000003,2
3263,16,50,410776.26999999996,2
3264,16,54,328160.24,2
3265,7,61,62688.16,1
3266,4,54,499816.42000000004,0
3267,2,57,482168.44,1
3268,23,66,361424.38,1
3269,7,60,316213.39,1
3270,4,54,651859.47,0
3271,5,56,289862.57,1
3272,1,53,442624.14999999997,2
3273,5,46,287328.15,2
3274,5,59,324232.51,1
3275,4,59,480694.99,1
3276,2,59,497380.32999999996,1
3277,14,55,92701.54000000001,2
3278,2,50,185280.56999999998,2
3279,2,78,835817.49,0
3280,2,44,395347.7,2
3281,4,58,286903.63,1
3282,44,43,316965.43,3
3283,5,40,235720.58,2
3284,9,53,500029.7,0
3285,31,50,163890.38,3
3286,11,38,89027.96,2
3287,35,41,302358.63,3
3288,4,61,323681.82,1
3289,10,53,449787.94,2
3290,3,61,526660.5,0
3291,9,64,624645.97,0
3292,6,56,629026.3200000001,0
3293,10,58,294452.98,1
3294,22,58,271971.97,1
3295,6,57,529964.34,0
3296,30,36,346185.59,3
3297,10,51,587021.4400000001,0
3298,24,52,362109.55,2
3299,9,49,438193.47000000003,2
3300,5,65,543330.37,1
3301,7,50,255422.12,2
3302,6,62,392955.39,1
3303,5,64,848048.21,0
3304,1,66,457804.17,1
3305,7,55,362781.77,2
3306,24,53,441492.68,3
3307,35,63,436138.14,3
3308,20,44,107070.41,2
3309,8,50,403802.22,2
3310,17,54,257293.97999999998,2
3311,1,55,395205.43,2
3312,45,53,89105.23,3
3313,8,61,96600.37,1
3314,35,46,35869.47,3
3315,22,55,83175.54000000001,2
3316,4,47,191408.24000000002,2
3317,21,54,271669.03,2
3318,6,61,268435.33999999997,1
3319,10,71,1027690.11,0
3320,21,43,44121.6,2
3321,15,45,347696.51,2
3322,16,55,425552.10000000003,1
3323,1,51,226164.01,2
3324,13,46,375833.6,2
3325,4,48,391691.88,2
3326,6,71,857053.01,0
3327,2,51,476335.01,2
3328,4,58,446606.13,1
3329,2,54,738380.9600000001,0
3330,1,67,216432.25999999998,1
3331,21,58,531981.64,0
3332,13,54,317490.69,2
3333,10,38,72682.89,2
3334,11,59,497529.25,1
3335,35,56,337780.08,3
3336,71,56,303313.47000000003,3
3337,12,59,354393.38,1
3338,27,52,477093.74,3
3339,7,53,182219.13,2
3340,12,44,561322.47,2
3341,18,45,193589.50999999998,2
3342,16,54,861580.14,0
3343,53,63,967856.64,3
3344,2,64,273156.74,1
3345,31,54,190776.67,3
3346,7,60,654293.5,0
3347,11,68,438356.09,1
3348,23,65,343597.46,1
3349,24,52,273571.88,2
3350,8,63,368383.9,1
3351,19,58,104953.96,1
3352,3,62,142951.95,1
3353,30,66,383517.21,1
3354,24,51,298531.61,2
3355,12,52,346831.87,2
3356,8,63,517052.69,1
3357,15,43,327801.69,2
3358,3,69,367365.84,1
3359,6,53,97006.61,2
3360,20,53,130784.58000000002,2
3361,65,54,659955.72,3
3362,1,42,784520.02,0
3363,5,66,345810.73,1
3364,10,70,551538.36,1
3365,12,56,74925.78,2
3366,15,67,589315.22,0
3367,4,56,192406.1,2
3368,17,43,122353.42000000001,2
3369,33,56,491560.77,3
3370,14,66,393557.94,1
3371,4,67,303940.6,1
3372,2,71,432615.77,1
3373,8,59,404569.68,1
3374,5,62,730576.1,0
3375,26,44,365272.83999999997,2
3376,4,57,341844.48,1
3377,43,53,436800.76999999996,3
3378,20,53,303462.74,2
3379,18,59,497453.46,0
3380,4,52,583943.55,0
3381,5,42,247166.69,2
3382,3,61,101216.48,1
3383,8,58,188783.43,1
3384,34,64,1049939.68,0
3385,70,51,229337.69,3
3386,27,72,672730.13,0
3387,13,63,273430.7,1
3388,1,66,291451.29,1
3389,9,56,233713.77,2
3390,12,51,185574.56,2
3391,7,72,209268.76,1
3392,14,56,385626.01,1
3393,16,49,133987.83,2
3394,10,57,793604.86,0
3395,5,50,350928.94,2
3396,9,66,566442.45,0
3397,33,58,364499.3,3
3398,13,45,180458.57,2
3399,29,42,379357.74,3
3400,1,51,195588.49000000002,2
3401,39,50,402300.06,3
3402,11,71,460448.78,1
3403,1,39,204523.03,2
3404,33,44,458973.22000000003,3
3405,29,55,518572.01,3
3406,37,59,398411.81,3
3407,25,51,292367.83,2
3408,10,70,598614.23,0
3409,7,73,438741.44,1
3410,3,56,373761.86,1
3411,3,58,936379.04,0
3412,2,61,440644.85000000003,1
3413,21,42,150889.56,2
3414,35,61,293005.83999999997,3
3415,14,58,491165.54,0
3416,13,41,391812.73,2
3417,4,58,221999.16,1
3418,17,58,334881.13,1
3419,6,59,343439.37,1
3420,38,57,227453.78999999998,3
3421,13,55,333832.93,2
3422,15,49,422474.89999999997,2
3423,4,68,461358.3,1
3424,12,59,131953.43,1
3425,8,53,387251.14,2
3426,5,49,426496.92,2
3427,3,53,293917.72,2
3428,1,46,146203.28,2
3429,11,61,412470.8,1
3430,36,46,229651.71,3
3431,4,59,521355.93,0
3432,12,55,151266.0,2
3433,10,52,285475.73,2
3434,40,52,803168.64,3
3435,16,61,310405.55,1
3436,5,64,571324.91,0
3437,14,64,623796.59,0
3438,10,48,164015.93999999997,2
3439,71,46,165187.29,3
3440,42,53,424186.73,3
3441,41,49,117561.86,3
3442,14,63,534451.36,0
3443,4,72,247894.36,1
3444,22,52,306816.56,2
3445,33,44,88306.43000000001,3
3446,30,49,305642.88,3
3447,54,63,437350.02,3
3448,7,56,203604.63999999998,2
3449,12,45,190002.71,2
3450,7,58,525667.96,0
3451,72,49,571371.13,3
3452,2,56,379617.44,1
3453,6,55,349219.94,2
3454,5,57,575706.6900000001,0
3455,28,63,521478.82,0
3456,15,53,286911.12,2
3457,6,51,403795.32999999996,2
3458,45,56,204724.86,3
3459,2,51,80149.26999999999,2
3460,4,56,349680.15,1
3461,1,50,350153.58999999997,2
3462,17,58,474081.06000000006,1
3463,22,56,369000.2,1
3464,1,56,823344.0399999999,0
3465,3,63,303102.84,1
3466,2,71,916071.53,0
3467,2,49,290621.94,2
3468,7,65,270752.94,1
3469,17,38,300088.99,2
3470,1,53,338300.38,2
3471,24,66,104640.72,1
3472,2,55,672910.07,0
3473,1,44,657851.43,0
3474,4,63,239722.07,1
3475,6,51,189788.72,2
3476,12,53,302389.93,2
3477,11,65,601256.78,0
3478,1,52,446546.88,2
3479,8,62,453658.26,1
3480,1,69,514379.67,1
3481,29,44,392474.56,3
3482,8,58,294076.7,1
3483,19,58,372375.4,1
3484,11,59,386975.63,1
3485,2,52,151969.62999999998,2
3486,19,61,268807.32,1
3487,23,54,73851.9,2
3488,12,63,146185.18,1
3489,3,57,309426.23000000004,1
3490,23,62,442889.88,1
3491,4,68,351022.87,1
3492,25,51,429086.27,3
3493,17,53,95213.14,2
3494,8,55,639624.29,0
3495,6,41,549844.34,2
3496,21,47,424244.93000000005,2
3497,4,51,165560.61,2
3498,6,62,498299.52,1
3499,3,71,483779.07,1
3500,24,51,250200.24,2
3501,15,50,843135.21,0
3502,21,56,547759.31,0
3503,3,46,397882.12,2
3504,41,56,319701.99,3
3505,1,70,505047.24,1
3506,5,44,423814.33999999997,2
3507,2,55,452971.97,1
3508,6,63,887108.37,0
3509,7,58,269887.93,1
3510,25,60,150869.4,1
3511,14,59,280393.74,1
3512,11,70,466639.7,1
3513,2,46,544172.3099999999,2
3514,30,46,178658.18,3
3515,8,47,431820.76999999996,2
3516,15,50,154203.32,2
3517,43,61,805022.91,3
3518,1,52,63925.32,2
3519,14,59,271895.19,1
3520,2,51,460983.2,2
3521,16,45,287106.32,2
3522,14,59,308294.18,1
3523,9,51,288256.34,2
3524,56,43,571467.89,3
3525,27,52,188780.85,3
3526,6,52,619298.09,0
3527,30,51,552851.04,3
3528,3,60,554385.0800000001,0
3529,13,58,413484.26,1
3530,6,56,362906.11,1
3531,13,48,213456.29,2
3532,16,49,205754.82,2
3533,34,53,192654.93,3
3534,2,67,577681.36,0
3535,12,53,220947.56,2
3536,2,55,377893.0,2
3537,2,55,200829.97,2
3538,53,60,205189.18,3
3539,21,45,345850.87,2
3540,23,61,539178.58,0
3541,16,62,310236.87,1
3542,10,73,669426.24,0
3543,5,62,230352.72,1
3544,6,69,353882.51,1
3545,8,71,520962.05,1
3546,8,59,379830.44,1
3547,23,45,263166.41,2
3548,1,58,376040.84,1
3549,31,48,251982.21,3
3550,8,55,168872.53,2
3551,9,57,395487.83999999997,1
3552,2,54,198150.3,2
3553,19,58,730149.45,0
3554,14,45,610458.34,2
3555,28,57,355694.65,3
3556,20,56,691469.78,0
3557,34,54,651649.0800000001,3
3558,7,56,267929.13,2
3559,15,55,589598.78,0
3560,50,33,141915.77,3
3561,5,74,430331.44,1
3562,4,48,163232.96000000002,2
3563,3,63,344177.04,1
3564,15,50,402354.51,2
3565,6,65,386111.75,1
3566,60,58,255022.44999999998,3
3567,1,71,356571.76,1
3568,31,59,432137.58999999997,3
3569,2,58,340427.51,1
3570,22,54,627542.52,0
3571,7,47,136888.43,2
3572,15,48,171368.03,2
3573,2,61,650579.45,0
3574,5,66,404614.38999999996,1
3575,18,57,246240.16,1
3576,32,55,354549.27999999997,3
3577,3,53,338320.56,2
3578,2,60,195045.53,1
3579,9,56,425560.55,1
3580,5,59,640053.6900000001,0
3581,15,56,421320.86,1
3582,12,66,321828.46,1
3583,20,53,436128.67,2
3584,2,49,289148.4,2
3585,7,66,191071.86,1
3586,8,59,650446.38,0
3587,14,47,240354.46,2
3588,12,52,223313.56,2
3589,9,50,521272.07,2
3590,25,59,391571.37,1
3591,7,61,232588.51,1
3592,1,63,429667.81,1
3593,6,50,268609.2,2
3594,5,63,361565.78,1
3595,10,58,296053.03,1
3596,1,55,154934.56,2
3597,4,64,365463.91000000003,1
3598,13,53,363441.93,2
3599,24,64,208245.25,1
3600,3,53,422430.47000000003,2
3601,1,44,516669.18,2
3602,23,53,234462.38,2
3603,9,56,49650.09,2
3604,6,56,995580.95,0
3605,44,54,1314385.61,0
3606,34,53,392540.97,3
3607,3,60,621798.0,0
3608,32,61,537823.3,3
3609,29,52,557901.98,3
3610,5,70,320477.43000000005,1
3611,1,61,243176.73,1
3612,8,61,386259.42,1
3613,4,58,447857.18,1
3614,2,48,265909.17,2
3615,8,56,453878.81,1
3616,2,67,425596.75,1
3617,2,54,587005.15,0
3618,6,54,137327.16,2
3619,1,62,400620.79,1
3620,2,44,242411.53999999998,2
3621,29,60,240116.11000000002,3
3622,13,55,387455.47000000003,2
3623,12,55,303699.44,2
3624,2,72,315275.72,1
3625,11,67,692796.66,0
3626,8,57,349121.62,1
3627,17,49,273486.5,2
3628,42,56,459085.97,3
3629,24,70,462944.7,1
3630,3,50,225090.72000000003,2
3631,1,53,638107.63,0
3632,65,55,301546.52,3
3633,1,48,491439.06,2
3634,15,73,234972.61,1
3635,24,62,774227.68,0
3636,6,65,480156.08,1
3637,2,60,533531.9,0
3638,1,42,253095.58,2
3639,2,46,227028.33,2
3640,9,59,241297.5,1
3641,12,41,367780.55000000005,2
3642,2,60,463236.98,1
3643,8,50,267374.75,2
3644,10,63,808338.1,0
3645,11,65,300474.39,1
3646,18,62,689180.4,0
3647,4,61,435548.5,1
3648,3,71,355712.17,1
3649,1,70,264426.94,1
3650,31,54,366259.67,3
3651,7,53,615670.34,0
3652,2,58,231269.11000000002,1
3653,25,62,612379.4199999999,0
3654,14,50,399932.58999999997,2
3655,13,53,340529.82,2
3656,39,52,576247.44,3
3657,91,59,457629.84,3
3658,4,47,527340.49,2
3659,7,52,341464.75,2
3660,5,64,234478.5,1
3661,3,46,286470.17,2
3662,3,65,328343.93,1
3663,14,54,747521.74,0
3664,12,67,534829.84,1
3665,17,51,235724.48,2
3666,33,44,182127.21,3
3667,29,54,224795.68,3
3668,19,47,317535.12,2
3669,25,66,533612.25,1
3670,5,57,407255.56,1
3671,50,50,237583.61,3
3672,7,59,221259.88,1
3673,20,48,171359.49000000002,2
3674,12,59,338313.59,1
3675,8,51,173511.85,2
3676,6,40,279506.44,2
3677,70,42,297767.63,3
3678,8,45,361369.63,2
3679,20,57,581450.9299999999,0
3680,8,55,118671.2,2
3681,3,59,619790.72,0
3682,3,62,439313.27,1
3683,32,61,371408.41000000003,3
3684,13,59,545830.66,0
3685,6,67,781920.85,0
3686,3,59,458128.5,1
3687,20,60,580333.03,0
3688,1,60,603323.0700000001,0
3689,49,52,128248.90999999999,3
3690,4,47,180508.34,2
3691,8,67,579335.77,0
3692,36,52,860545.87,0
3693,15,69,286324.71,1
3694,11,57,340953.80000000005,1
3695,24,50,287364.2,2
3696,6,59,365465.36000000004,1
3697,27,66,481681.4,1
3698,1,56,296878.04,1
3699,13,48,254885.06,2
3700,4,53,388261.02,2
3701,13,56,556891.82,0
3702,8,55,475428.69,0
3703,4,65,563345.01,0
3704,16,53,272120.14,2
3705,6,72,653854.02,0
3706,4,58,338611.87,1
3707,15,55,637930.78,0
3708,29,62,364381.66,3
3709,6,60,360059.03,1
3710,34,53,313964.33,3
3711,6,50,139217.97999999998,2
3712,10,48,574999.64,0
3713,27,67,327665.77,1
3714,16,47,504566.04,2
3715,18,67,734267.83,0
3716,13,47,268004.98,2
3717,3,48,595149.63,0
3718,10,65,287827.35,1
3719,12,62,781622.23,0
3720,6,61,412115.91,1
3721,15,66,679415.83,0
3722,46,62,580352.48,3
3723,12,47,184048.51,2
3724,52,58,205923.89,3
3725,7,46,193683.99,2
3726,7,52,715416.29,0
3727,14,50,261627.48,2
3728,5,56,484514.16000000003,0
3729,4,61,217162.51,1
3730,8,54,262381.48,2
3731,3,48,448505.72000000003,2
3732,14,53,183021.18000000002,2
3733,3,58,613307.1900000001,0
3734,12,43,359377.62,2
3735,21,48,369746.17,2
3736,3,46,429475.23000000004,2
3737,11,66,510772.01,1
3738,8,42,139189.69,2
3739,5,65,253580.75999999998,1
3740,6,64,380300.56,1
3741,9,73,759999.2,0
3742,13,59,303908.68,1
3743,22,55,472302.39,0
3744,4,52,542413.87,0
3745,15,37,172657.09,2
3746,24,56,101354.03,2
3747,12,72,350976.24,1
3748,3,62,253042.98,1
3749,7,63,162111.59000000003,1
3750,1,49,142488.02,2
3751,19,67,226624.55000000002,1
3752,1,39,639534.97,2
3753,2,50,301381.42,2
3754,47,49,152839.57,3
3755,16,58,733635.08,0
3756,3,48,300887.73,2
3757,3,49,103334.15,2
3758,6,58,512772.35,0
3759,18,54,412566.07,2
3760,1,61,371067.63,1
3761,2,65,292031.54000000004,1
3762,23,47,214479.7,2
3763,42,52,103581.41,3
3764,28,51,805669.7100000001,0
3765,7,57,251108.2,1
3766,14,50,392815.02999999997,2
3767,5,39,206772.47,2
3768,1,54,394448.04000000004,2
3769,1,54,1185032.98,0
3770,12,42,212725.08,2
3771,11,49,271079.31,2
3772,6,50,452777.93,2
3773,10,57,408422.61,1
3774,3,52,369104.43,2
3775,19,62,556293.13,0
3776,22,44,314449.49,2
3777,14,54,603588.98,0
3778,13,53,389265.14,2
3779,5,62,339043.06,1
3780,2,56,239985.23,2
3781,7,74,205083.24999999997,1
3782,2,69,900906.83,0
3783,22,54,223117.43,2
3784,4,71,406934.97000000003,1
3785,21,56,436075.33,1
3786,2,57,256646.58,1
3787,28,61,271341.18,1
3788,8,46,433899.32,2
3789,4,75,684350.83,0
3790,5,53,340217.17,2
3791,2,51,833937.49,0
3792,2,54,744016.84,0
3793,48,45,640990.82,3
3794,50,60,412670.71,3
3795,4,45,743244.51,0
3796,37,65,981591.51,0
3797,17,54,291775.77,2
3798,32,54,370320.81,3
3799,27,53,551502.13,3
3800,12,49,491272.82,2
3801,21,63,326854.68,1
3802,25,57,412005.73,3
