customer_id,recency,frequency,monetary,r_score,f_score,m_score,RFM_score,segment,cluster
2882,4,55,706452.59,5,3,5,535,Loyal,1
2883,19,40,177885.84,2,1,1,211,,3
2884,7,45,302380.12,4,1,2,412,,1
2885,1,55,443015.34,5,3,4,534,Loyal,1
2886,21,56,289096.63,2,3,2,232,,1
2887,6,53,541235.48,4,2,5,425,,1
2888,11,52,207454.09,3,2,1,321,,3
2889,8,47,623864.36,3,1,5,315,,1
2890,10,55,321546.5,3,3,3,333,Loyal,1
2891,80,48,317240.67,1,1,3,113,,2
2892,1,61,772192.34,5,4,5,545,Champions,0
2893,12,69,459228.37,3,5,4,354,Loyal,0
2894,4,63,460413.44,5,5,4,554,Champions,0
2895,10,56,638542.55,3,3,5,335,Loyal,0
2896,6,55,454390.41,4,3,4,434,Loyal,1
2897,3,51,276186.2,5,2,2,522,,1
2898,1,60,321580.85000000003,5,4,3,543,Loyal,0
2899,9,57,383446.58999999997,3,3,3,333,Loyal,0
2900,9,52,711142.38,3,2,5,325,,1
2901,11,60,131281.17,3,4,1,341,Loyal,3
2902,1,57,432332.39,5,3,4,534,Loyal,0
2903,13,57,337398.06,2,3,3,233,,0
2904,55,49,258741.06000000003,1,1,2,112,,2
2905,27,55,265438.38,1,3,2,132,,2
2906,25,62,544667.15,1,4,5,145,At Risk,0
2907,14,53,161268.63,2,2,1,221,,3
2908,2,65,382249.24,5,5,3,553,Loyal,0
2909,1,54,294135.72,5,3,2,532,Loyal,1
2910,24,50,228368.31,1,2,2,122,,3
2911,34,57,144456.45,1,3,1,131,,2
2912,8,53,609446.91,3,2,5,325,,1
2913,1,62,290918.87,5,4,2,542,Loyal,0
2914,18,49,490187.15,2,1,4,214,,1
2915,7,46,725643.57,4,1,5,415,,1
2916,9,58,664254.92,3,4,5,345,Loyal,0
2917,10,58,644152.3400000001,3,4,5,345,Loyal,0
2918,16,48,302915.72000000003,2,1,2,212,,1
2919,52,47,371891.3,1,1,3,113,,2
2920,14,52,484581.3,2,2,4,224,,1
2921,19,54,184077.05,2,3,1,231,,3
2922,1,57,495436.35,5,3,4,534,Loyal,0
2923,22,65,150406.73,1,5,1,151,At Risk,3
2924,7,62,192221.35,4,4,1,441,Loyal,3
2925,3,61,159096.05,5,4,1,541,Loyal,3
2926,1,63,539168.99,5,5,5,555,Champions,0
2927,5,75,1012621.3,4,5,5,455,Champions,0
2928,25,53,389574.1,1,2,3,123,,2
2929,16,61,337219.19999999995,2,4,3,243,At Risk,0
2930,12,48,236399.04,3,1,2,312,,3
2931,8,50,416450.77999999997,3,2,4,324,,1
2932,5,56,370290.75,4,3,3,433,Loyal,0
2933,37,53,269061.56,1,2,2,122,,2
2934,3,60,702229.88,5,4,5,545,Champions,0
2935,15,45,126646.1,2,1,1,211,,3
2936,13,51,401137.83999999997,2,2,3,223,,1
2937,11,63,242102.05,3,5,2,352,Loyal,0
2938,10,51,302973.96,3,2,2,322,,1
2939,5,57,375439.43,4,3,3,433,Loyal,0
2940,4,63,386058.83999999997,5,5,3,553,Loyal,0
2941,20,65,614310.4,2,5,5,255,At Risk,0
2942,2,79,434132.86,5,5,4,554,Champions,0
2943,1,61,419685.14,5,4,4,544,Champions,0
2944,8,61,292500.41,3,4,2,342,Loyal,0
2945,5,63,462493.19,4,5,4,454,Champions,0
2946,4,53,314295.28,5,2,3,523,,1
2947,2,56,273632.24,5,3,2,532,Loyal,1
2948,17,53,217094.81,2,2,1,221,,3
2949,18,49,99361.22,2,1,1,211,,3
2950,11,61,279110.83999999997,3,4,2,342,Loyal,0
2951,2,55,310982.56,5,3,3,533,Loyal,1
2952,28,61,289144.77,1,4,2,142,At Risk,2
2953,18,66,318987.98000000004,2,5,3,253,At Risk,0
2954,14,50,271939.8,2,2,2,222,,1
2955,34,50,477875.0,1,2,4,124,,2
2956,12,66,988677.15,3,5,5,355,Loyal,0
2957,7,62,368914.04,4,4,3,443,Loyal,0
2958,1,57,174041.54,5,3,1,531,Loyal,3
2959,30,56,515007.61,1,3,4,134,,2
2960,21,43,280335.61,2,1,2,212,,1
2961,15,60,231012.97999999998,2,4,2,242,At Risk,0
2962,86,41,124891.43,1,1,1,111,,2
2963,2,41,185086.99,5,1,1,511,,3
2964,6,41,491699.14,4,1,4,414,,1
2965,39,46,255997.22,1,1,2,112,,2
2966,16,74,326671.39,2,5,3,253,At Risk,0
2967,1,53,300761.41000000003,5,2,2,522,,1
2968,2,47,476626.97,5,1,4,514,,1
2969,30,59,135397.4,1,4,1,141,At Risk,3
2970,9,60,397285.28,3,4,3,343,Loyal,0
2971,31,51,176914.93,1,2,1,121,,2
2972,9,37,300739.09,3,1,2,312,,1
2973,18,53,216817.11000000002,2,2,1,221,,3
2974,36,49,211816.00999999998,1,1,1,111,,2
2975,13,44,225605.83,2,1,2,212,,3
2976,2,48,113303.46,5,1,1,511,,3
2977,48,70,399649.96,1,5,3,153,At Risk,2
2978,6,72,373130.66,4,5,3,453,Loyal,0
2979,3,40,155001.63,5,1,1,511,,3
2980,10,63,169300.95,3,5,1,351,Loyal,3
2981,9,44,327726.95999999996,3,1,3,313,,1
2982,16,55,930948.54,2,3,5,235,,0
2983,31,55,340845.6,1,3,3,133,,2
2984,10,55,175165.63999999998,3,3,1,331,Loyal,3
2985,2,59,705030.14,5,4,5,545,Champions,0
2986,3,40,312483.05,5,1,3,513,,1
2987,4,65,252871.95,5,5,2,552,Loyal,0
2988,4,54,171719.45,5,3,1,531,Loyal,3
2989,94,48,220096.8,1,1,1,111,,2
2990,7,58,339408.4,4,4,3,443,Loyal,0
2991,4,47,107988.45,5,1,1,511,,3
2992,3,49,378454.97,5,1,3,513,,1
2993,21,49,252751.28999999998,2,1,2,212,,3
2994,6,52,793973.42,4,2,5,425,,1
2995,23,69,248531.13,1,5,2,152,At Risk,0
2996,1,54,477329.94999999995,5,3,4,534,Loyal,1
2997,22,55,285359.9,1,3,2,132,,1
2998,25,44,246780.35,1,1,2,112,,3
2999,13,52,256402.19,2,2,2,222,,3
3000,4,71,279168.67,5,5,2,552,Loyal,0
3001,2,49,1109918.07,5,1,5,515,,1
3002,12,61,369774.97000000003,3,4,3,343,Loyal,0
3003,30,55,163847.30000000002,1,3,1,131,,3
3004,18,46,169393.14,2,1,1,211,,3
3005,8,65,537957.24,3,5,5,355,Loyal,0
3006,23,40,954413.78,1,1,5,115,,1
3007,19,54,283500.88,2,3,2,232,,1
3008,10,54,373143.68,3,3,3,333,Loyal,1
3009,6,64,309953.18,4,5,2,452,Loyal,0
3010,7,49,48485.56,4,1,1,411,,3
3011,7,61,317589.59,4,4,3,443,Loyal,0
3012,7,60,240287.34,4,4,2,442,Loyal,0
3013,7,65,288937.17,4,5,2,452,Loyal,0
3014,12,51,497993.94999999995,3,2,4,324,,1
3015,5,63,732040.46,4,5,5,455,Champions,0
3016,10,56,252511.34,3,3,2,332,Loyal,3
3017,16,56,336728.41,2,3,3,233,,1
3018,43,61,247149.4,1,4,2,142,At Risk,2
3019,1,70,173719.32,5,5,1,551,Loyal,0
3020,22,66,442643.69,1,5,4,154,At Risk,0
3021,3,65,192709.98,5,5,1,551,Loyal,0
3022,9,61,265740.26,3,4,2,342,Loyal,0
3023,10,52,917487.97,3,2,5,325,,1
3024,34,53,179635.32,1,2,1,121,,2
3025,14,53,194578.02,2,2,1,221,,3
3026,28,51,332263.72,1,2,3,123,,2
3027,14,50,287147.29,2,2,2,222,,1
3028,10,62,407876.2,3,4,4,344,Loyal,0
3029,20,53,533264.39,2,2,5,225,,1
3030,15,63,451834.81,2,5,4,254,At Risk,0
3031,21,57,289840.98,2,3,2,232,,0
3032,44,69,653967.25,1,5,5,155,At Risk,2
3033,18,58,686842.66,2,4,5,245,At Risk,0
3034,10,59,279967.57,3,4,2,342,Loyal,0
3035,6,50,311742.39999999997,4,2,3,423,,1
3036,13,68,375295.02,2,5,3,253,At Risk,0
3037,10,58,564705.6,3,4,5,345,Loyal,0
3038,25,63,468275.08999999997,1,5,4,154,At Risk,0
3039,21,39,348987.02,2,1,3,213,,1
3040,13,56,252962.47999999998,2,3,2,232,,3
3041,11,56,697853.12,3,3,5,335,Loyal,0
3042,15,52,260015.55,2,2,2,222,,3
3043,25,58,475433.01999999996,1,4,4,144,At Risk,0
3044,11,54,241836.43,3,3,2,332,Loyal,3
3045,14,54,126688.6,2,3,1,231,,3
3046,1,59,392698.49,5,4,3,543,Loyal,0
3047,21,54,95243.69,2,3,1,231,,3
3048,31,48,263035.13,1,1,2,112,,2
3049,3,60,406123.68,5,4,4,544,Champions,0
3050,7,72,595293.19,4,5,5,455,Champions,0
3051,3,39,424447.45,5,1,4,514,,1
3052,4,59,275501.44,5,4,2,542,Loyal,0
3053,68,56,210046.26,1,3,1,131,,2
3054,2,52,396342.52,5,2,3,523,,1
3055,3,56,370093.17,5,3,3,533,Loyal,1
3056,2,46,236170.47,5,1,2,512,,3
3057,2,48,295742.71,5,1,2,512,,1
3058,5,54,382930.65,4,3,3,433,Loyal,1
3059,15,51,488172.91,2,2,4,224,,1
3060,3,56,454979.08999999997,5,3,4,534,Loyal,0
3061,6,56,308578.01,4,3,2,432,Loyal,1
3062,15,70,681005.3,2,5,5,255,At Risk,0
3063,20,46,138611.68,2,1,1,211,,3
3064,4,51,560636.8,5,2,5,525,,1
3065,58,52,425272.79000000004,1,2,4,124,,2
3066,1,58,320708.43,5,4,3,543,Loyal,0
3067,11,70,554270.85,3,5,5,355,Loyal,0
3068,7,68,520182.89,4,5,4,454,Champions,0
3069,46,47,271400.99,1,1,2,112,,2
3070,2,61,306278.03,5,4,2,542,Loyal,0
3071,15,53,302681.82,2,2,2,222,,1
3072,9,55,313046.23,3,3,3,333,Loyal,1
3073,10,38,221062.18,3,1,1,311,,3
3074,40,63,380048.0,1,5,3,153,At Risk,2
3075,3,52,298581.8,5,2,2,522,,1
3076,46,58,317000.22000000003,1,4,3,143,At Risk,2
3077,2,64,325656.87,5,5,3,553,Loyal,0
3078,16,54,452703.48,2,3,4,234,,1
3079,16,68,605370.74,2,5,5,255,At Risk,0
3080,23,53,186563.66999999998,1,2,1,121,,3
3081,4,47,481072.57999999996,5,1,4,514,,1
3082,18,45,436896.48,2,1,4,214,,1
3083,20,60,467511.29000000004,2,4,4,244,At Risk,0
3084,12,55,349949.49,3,3,3,333,Loyal,1
3085,26,53,316157.22,1,2,3,123,,2
3086,10,50,201130.76,3,2,1,321,,3
3087,5,58,278557.12,4,4,2,442,Loyal,0
3088,3,54,570284.52,5,3,5,535,Loyal,1
3089,14,48,227533.38,2,1,2,212,,3
3090,39,55,411774.08,1,3,4,134,,2
3091,6,57,685581.9299999999,4,3,5,435,Loyal,0
3092,10,57,352023.07,3,3,3,333,Loyal,0
3093,14,69,443327.75,2,5,4,254,At Risk,0
3094,5,74,819172.31,4,5,5,455,Champions,0
3095,5,52,242467.77,4,2,2,422,,3
3096,9,51,498461.43,3,2,4,324,,1
3097,42,50,332927.04000000004,1,2,3,123,,2
3098,13,57,463690.32,2,3,4,234,,0
3099,17,59,400229.37,2,4,3,243,At Risk,0
3100,2,64,289344.87,5,5,2,552,Loyal,0
3101,7,75,536815.45,4,5,5,455,Champions,0
3102,13,48,377742.8,2,1,3,213,,1
3103,13,58,357050.21,2,4,3,243,At Risk,0
3104,5,52,235953.57,4,2,2,422,,3
3105,28,63,554397.4,1,5,5,155,At Risk,0
3106,2,56,585892.44,5,3,5,535,Loyal,0
3107,8,65,540109.71,3,5,5,355,Loyal,0
3108,13,69,184979.54,2,5,1,251,At Risk,0
3109,7,55,295947.15,4,3,2,432,Loyal,1
3110,1,59,524662.47,5,4,4,544,Champions,0
3111,1,60,199914.89,5,4,1,541,Loyal,3
3112,9,61,336877.27,3,4,3,343,Loyal,0
3113,5,61,385551.61,4,4,3,443,Loyal,0
3114,8,71,199333.51,3,5,1,351,Loyal,0
3115,6,56,413204.56999999995,4,3,4,434,Loyal,0
3116,4,52,422088.67000000004,5,2,4,524,,1
3117,34,52,310368.35000000003,1,2,2,122,,2
3118,2,59,775807.03,5,4,5,545,Champions,0
3119,7,54,219121.62,4,3,1,431,Loyal,3
3120,3,53,284220.74,5,2,2,522,,1
3121,19,63,734456.28,2,5,5,255,At Risk,0
3122,7,46,554331.19,4,1,5,415,,1
3123,29,62,372177.72000000003,1,4,3,143,At Risk,2
3124,18,58,147030.2,2,4,1,241,At Risk,3
3125,3,57,142415.0,5,3,1,531,Loyal,3
3126,23,67,345286.73,1,5,3,153,At Risk,0
3127,39,64,613032.24,1,5,5,155,At Risk,2
3128,7,55,195294.38,4,3,1,431,Loyal,3
3129,8,59,485080.97,3,4,4,344,Loyal,0
3130,15,61,584861.99,2,4,5,245,At Risk,0
3131,14,52,156163.47,2,2,1,221,,3
3132,3,55,204934.12,5,3,1,531,Loyal,3
3133,17,47,174382.59,2,1,1,211,,3
3134,3,49,167109.15,5,1,1,511,,3
3135,5,60,352287.93,4,4,3,443,Loyal,0
3136,6,66,371093.36,4,5,3,453,Loyal,0
3137,2,57,459584.74000000005,5,3,4,534,Loyal,0
3138,49,53,133251.7,1,2,1,121,,2
3139,3,59,319930.1,5,4,3,543,Loyal,0
3140,15,51,179016.26,2,2,1,221,,3
3141,4,54,518882.91000000003,5,3,4,534,Loyal,1
3142,8,53,913080.99,3,2,5,325,,1
3143,2,56,257778.29,5,3,2,532,Loyal,3
3144,26,52,243524.75,1,2,2,122,,2
3145,2,61,944582.69,5,4,5,545,Champions,0
3146,53,48,246928.9,1,1,2,112,,2
3147,13,44,136689.6,2,1,1,211,,3
3148,32,48,452599.87,1,1,4,114,,2
3149,1,49,397209.99,5,1,3,513,,1
3150,11,55,449701.2,3,3,4,334,Loyal,1
3151,4,66,569576.27,5,5,5,555,Champions,0
3152,3,67,520843.95999999996,5,5,4,554,Champions,0
3153,6,50,327956.32,4,2,3,423,,1
3154,4,59,200908.43,5,4,1,541,Loyal,3
3155,25,53,520043.83999999997,1,2,4,124,,1
3156,15,41,311294.16000000003,2,1,3,213,,1
3157,4,61,298915.55,5,4,2,542,Loyal,0
3158,6,61,356993.1,4,4,3,443,Loyal,0
3159,11,52,502095.69999999995,3,2,4,324,,1
3160,16,40,153213.91,2,1,1,211,,3
3161,9,71,499782.66000000003,3,5,4,354,Loyal,0
3162,21,60,449399.76,2,4,4,244,At Risk,0
3163,1,57,81454.68,5,3,1,531,Loyal,3
3164,6,47,588102.62,4,1,5,415,,1
3165,3,63,1044731.0,5,5,5,555,Champions,0
3166,7,58,486769.69,4,4,4,444,Champions,0
3167,4,63,225192.16,5,5,2,552,Loyal,0
3168,23,63,394721.81,1,5,3,153,At Risk,0
3169,12,63,602347.98,3,5,5,355,Loyal,0
3170,1,67,218927.78999999998,5,5,1,551,Loyal,0
3171,25,47,235316.09,1,1,2,112,,3
3172,6,44,42753.57,4,1,1,411,,3
3173,6,45,333985.94,4,1,3,413,,1
3174,35,65,594921.76,1,5,5,155,At Risk,2
3175,7,56,386994.27,4,3,3,433,Loyal,0
3176,22,49,195643.4,1,1,1,111,,3
3177,10,53,154238.71,3,2,1,321,,3
3178,12,49,335219.85,3,1,3,313,,1
3179,16,57,379439.45,2,3,3,233,,0
3180,29,52,620166.15,1,2,5,125,,2
3181,12,53,283652.23,3,2,2,322,,1
3182,6,72,559583.71,4,5,5,455,Champions,0
3183,7,59,727666.77,4,4,5,445,Champions,0
3184,14,70,1045218.2000000001,2,5,5,255,At Risk,0
3185,13,64,363217.44,2,5,3,253,At Risk,0
3186,1,62,565733.48,5,4,5,545,Champions,0
3187,7,56,517438.61,4,3,4,434,Loyal,0
3188,31,64,669660.36,1,5,5,155,At Risk,0
3189,10,60,189472.89,3,4,1,341,Loyal,3
3190,12,52,291132.92,3,2,2,322,,1
3191,34,51,521795.95,1,2,4,124,,2
3192,50,37,114131.48000000001,1,1,1,111,,2
3193,22,51,328690.66000000003,1,2,3,123,,1
3194,7,54,451217.82999999996,4,3,4,434,Loyal,1
3195,14,53,660793.82,2,2,5,225,,1
3196,16,64,424516.75,2,5,4,254,At Risk,0
3197,2,50,281793.51,5,2,2,522,,1
3198,2,49,623382.76,5,1,5,515,,1
3199,1,43,138334.45,5,1,1,511,,3
3200,9,46,64562.19,3,1,1,311,,3
3201,17,66,380836.34,2,5,3,253,At Risk,0
3202,8,52,256172.01,3,2,2,322,,3
3203,13,56,719483.03,2,3,5,235,,0
3204,6,49,705145.24,4,1,5,415,,1
3205,32,51,462011.98,1,2,4,124,,2
3206,1,62,193438.51,5,4,1,541,Loyal,3
3207,2,39,91539.84,5,1,1,511,,3
3208,1,54,483214.22000000003,5,3,4,534,Loyal,1
3209,4,54,240390.6,5,3,2,532,Loyal,3
3210,7,67,476307.18,4,5,4,454,Champions,0
3211,3,48,344679.1,5,1,3,513,,1
3212,2,56,454653.87,5,3,4,534,Loyal,0
3213,8,58,367092.28,3,4,3,343,Loyal,0
3214,15,64,609507.22,2,5,5,255,At Risk,0
3215,2,55,222323.3,5,3,1,531,Loyal,3
3216,3,59,398933.16000000003,5,4,3,543,Loyal,0
3217,16,53,270021.49,2,2,2,222,,1
3218,6,53,316578.58,4,2,3,423,,1
3219,10,49,713981.37,3,1,5,315,,1
3220,8,49,112467.62999999999,3,1,1,311,,3
3221,1,55,196989.41999999998,5,3,1,531,Loyal,3
3222,20,48,545235.04,2,1,5,215,,1
3223,15,59,282031.77,2,4,2,242,At Risk,0
3224,2,67,251060.04,5,5,2,552,Loyal,0
3225,19,64,306900.64,2,5,2,252,At Risk,0
3226,33,60,349692.64,1,4,3,143,At Risk,2
3227,9,48,321695.88,3,1,3,313,,1
3228,21,66,225917.51,2,5,2,252,At Risk,0
3229,21,51,558006.15,2,2,5,225,,1
3230,17,50,91006.47,2,2,1,221,,3
3231,1,50,282177.33,5,2,2,522,,1
3232,7,63,522072.95,4,5,4,454,Champions,0
3233,5,57,177778.06,4,3,1,431,Loyal,3
3234,3,55,277975.6,5,3,2,532,Loyal,1
3235,22,65,558945.84,1,5,5,155,At Risk,0
3236,5,53,162090.34,4,2,1,421,,3
3237,33,59,331189.13,1,4,3,143,At Risk,2
3238,3,60,1326304.93,5,4,5,545,Champions,0
3239,24,56,547450.02,1,3,5,135,,0
3240,19,65,265259.82,2,5,2,252,At Risk,0
3241,19,53,147534.12,2,2,1,221,,3
3242,5,50,354892.26,4,2,3,423,,1
3243,9,55,719346.86,3,3,5,335,Loyal,1
3244,8,41,164237.76,3,1,1,311,,3
3245,15,55,344515.0,2,3,3,233,,1
3246,9,47,479522.97,3,1,4,314,,1
3247,45,63,587970.24,1,5,5,155,At Risk,2
3248,8,60,206293.8,3,4,1,341,Loyal,3
3249,10,57,262643.2,3,3,2,332,Loyal,0
3250,1,62,562489.08,5,4,5,545,Champions,0
3251,47,58,154974.97,1,4,1,141,At Risk,2
3252,14,51,298903.38,2,2,2,222,,1
3253,28,57,197542.21,1,3,1,131,,2
3254,10,47,163813.15,3,1,1,311,,3
3255,28,65,278108.47,1,5,2,152,At Risk,0
3256,16,63,327609.58,2,5,3,253,At Risk,0
3257,19,58,344931.97000000003,2,4,3,243,At Risk,0
3258,8,66,623939.98,3,5,5,355,Loyal,0
3259,4,44,160197.88,5,1,1,511,,3
3260,21,66,382865.97000000003,2,5,3,253,At Risk,0
3261,15,54,346836.24,2,3,3,233,,1
3262,25,46,183995.72000000003,1,1,1,111,,3
3263,16,50,410776.26999999996,2,2,4,224,,1
3264,16,54,328160.24,2,3,3,233,,1
3265,7,61,62688.16,4,4,1,441,Loyal,3
3266,4,54,499816.42000000004,5,3,4,534,Loyal,1
3267,2,57,482168.44,5,3,4,534,Loyal,0
3268,23,66,361424.38,1,5,3,153,At Risk,0
3269,7,60,316213.39,4,4,3,443,Loyal,0
3270,4,54,651859.47,5,3,5,535,Loyal,1
3271,5,56,289862.57,4,3,2,432,Loyal,1
3272,1,53,442624.14999999997,5,2,4,524,,1
3273,5,46,287328.15,4,1,2,412,,1
3274,5,59,324232.51,4,4,3,443,Loyal,0
3275,4,59,480694.99,5,4,4,544,Champions,0
3276,2,59,497380.32999999996,5,4,4,544,Champions,0
3277,14,55,92701.54000000001,2,3,1,231,,3
3278,2,50,185280.56999999998,5,2,1,521,,3
3279,2,78,835817.49,5,5,5,555,Champions,0
3280,2,44,395347.7,5,1,3,513,,1
3281,4,58,286903.63,5,4,2,542,Loyal,0
3282,44,43,316965.43,1,1,3,113,,2
3283,5,40,235720.58,4,1,2,412,,1
3284,9,53,500029.7,3,2,4,324,,1
3285,31,50,163890.38,1,2,1,121,,3
3286,11,38,89027.96,3,1,1,311,,3
3287,35,41,302358.63,1,1,2,112,,2
3288,4,61,323681.82,5,4,3,543,Loyal,0
3289,10,53,449787.94,3,2,4,324,,1
3290,3,61,526660.5,5,4,4,544,Champions,0
3291,9,64,624645.97,3,5,5,355,Loyal,0
3292,6,56,629026.3200000001,4,3,5,435,Loyal,0
3293,10,58,294452.98,3,4,2,342,Loyal,0
3294,22,58,271971.97,1,4,2,142,At Risk,0
3295,6,57,529964.34,4,3,4,434,Loyal,0
3296,30,36,346185.59,1,1,3,113,,1
3297,10,51,587021.4400000001,3,2,5,325,,1
3298,24,52,362109.55,1,2,3,123,,1
3299,9,49,438193.47000000003,3,1,4,314,,1
3300,5,65,543330.37,4,5,5,455,Champions,0
3301,7,50,255422.12,4,2,2,422,,1
3302,6,62,392955.39,4,4,3,443,Loyal,0
3303,5,64,848048.21,4,5,5,455,Champions,0
3304,1,66,457804.17,5,5,4,554,Champions,0
3305,7,55,362781.77,4,3,3,433,Loyal,1
3306,24,53,441492.68,1,2,4,124,,1
3307,35,63,436138.14,1,5,4,154,At Risk,2
3308,20,44,107070.41,2,1,1,211,,3
3309,8,50,403802.22,3,2,4,324,,1
3310,17,54,257293.97999999998,2,3,2,232,,3
3311,1,55,395205.43,5,3,3,533,Loyal,1
3312,45,53,89105.23,1,2,1,121,,2
3313,8,61,96600.37,3,4,1,341,Loyal,3
3314,35,46,35869.47,1,1,1,111,,3
3315,22,55,83175.54000000001,1,3,1,131,,3
3316,4,47,191408.24000000002,5,1,1,511,,3
3317,21,54,271669.03,2,3,2,232,,1
3318,6,61,268435.33999999997,4,4,2,442,Loyal,0
3319,10,71,1027690.11,3,5,5,355,Loyal,0
3320,21,43,44121.6,2,1,1,211,,3
3321,15,45,347696.51,2,1,3,213,,1
3322,16,55,425552.10000000003,2,3,4,234,,1
3323,1,51,226164.01,5,2,2,522,,3
3324,13,46,375833.6,2,1,3,213,,1
3325,4,48,391691.88,5,1,3,513,,1
3326,6,71,857053.01,4,5,5,455,Champions,0
3327,2,51,476335.01,5,2,4,524,,1
3328,4,58,446606.13,5,4,4,544,Champions,0
3329,2,54,738380.9600000001,5,3,5,535,Loyal,1
3330,1,67,216432.25999999998,5,5,1,551,Loyal,0
3331,21,58,531981.64,2,4,4,244,At Risk,0
3332,13,54,317490.69,2,3,3,233,,1
3333,10,38,72682.89,3,1,1,311,,3
3334,11,59,497529.25,3,4,4,344,Loyal,0
3335,35,56,337780.08,1,3,3,133,,2
3336,71,56,303313.47000000003,1,3,2,132,,2
3337,12,59,354393.38,3,4,3,343,Loyal,0
3338,27,52,477093.74,1,2,4,124,,2
3339,7,53,182219.13,4,2,1,421,,3
3340,12,44,561322.47,3,1,5,315,,1
3341,18,45,193589.50999999998,2,1,1,211,,3
3342,16,54,861580.14,2,3,5,235,,1
3343,53,63,967856.64,1,5,5,155,At Risk,2
3344,2,64,273156.74,5,5,2,552,Loyal,0
3345,31,54,190776.67,1,3,1,131,,2
3346,7,60,654293.5,4,4,5,445,Champions,0
3347,11,68,438356.09,3,5,4,354,Loyal,0
3348,23,65,343597.46,1,5,3,153,At Risk,0
3349,24,52,273571.88,1,2,2,122,,2
3350,8,63,368383.9,3,5,3,353,Loyal,0
3351,19,58,104953.96,2,4,1,241,At Risk,3
3352,3,62,142951.95,5,4,1,541,Loyal,3
3353,30,66,383517.21,1,5,3,153,At Risk,0
3354,24,51,298531.61,1,2,2,122,,1
3355,12,52,346831.87,3,2,3,323,,1
3356,8,63,517052.69,3,5,4,354,Loyal,0
3357,15,43,327801.69,2,1,3,213,,1
3358,3,69,367365.84,5,5,3,553,Loyal,0
3359,6,53,97006.61,4,2,1,421,,3
3360,20,53,130784.58000000002,2,2,1,221,,3
3361,65,54,659955.72,1,3,5,135,,2
3362,1,42,784520.02,5,1,5,515,,1
3363,5,66,345810.73,4,5,3,453,Loyal,0
3364,10,70,551538.36,3,5,5,355,Loyal,0
3365,12,56,74925.78,3,3,1,331,Loyal,3
3366,15,67,589315.22,2,5,5,255,At Risk,0
3367,4,56,192406.1,5,3,1,531,Loyal,3
3368,17,43,122353.42000000001,2,1,1,211,,3
3369,33,56,491560.77,1,3,4,134,,2
3370,14,66,393557.94,2,5,3,253,At Risk,0
3371,4,67,303940.6,5,5,2,552,Loyal,0
3372,2,71,432615.77,5,5,4,554,Champions,0
3373,8,59,404569.68,3,4,4,344,Loyal,0
3374,5,62,730576.1,4,4,5,445,Champions,0
3375,26,44,365272.83999999997,1,1,3,113,,1
3376,4,57,341844.48,5,3,3,533,Loyal,0
3377,43,53,436800.76999999996,1,2,4,124,,2
3378,20,53,303462.74,2,2,2,222,,1
3379,18,59,497453.46,2,4,4,244,At Risk,0
3380,4,52,583943.55,5,2,5,525,,1
3381,5,42,247166.69,4,1,2,412,,1
3382,3,61,101216.48,5,4,1,541,Loyal,3
3383,8,58,188783.43,3,4,1,341,Loyal,3
3384,34,64,1049939.68,1,5,5,155,At Risk,0
3385,70,51,229337.69,1,2,2,122,,2
3386,27,72,672730.13,1,5,5,155,At Risk,0
3387,13,63,273430.7,2,5,2,252,At Risk,0
3388,1,66,291451.29,5,5,2,552,Loyal,0
3389,9,56,233713.77,3,3,2,332,Loyal,3
3390,12,51,185574.56,3,2,1,321,,3
3391,7,72,209268.76,4,5,1,451,Loyal,0
3392,14,56,385626.01,2,3,3,233,,0
3393,16,49,133987.83,2,1,1,211,,3
3394,10,57,793604.86,3,3,5,335,Loyal,0
3395,5,50,350928.94,4,2,3,423,,1
3396,9,66,566442.45,3,5,5,355,Loyal,0
3397,33,58,364499.3,1,4,3,143,At Risk,2
3398,13,45,180458.57,2,1,1,211,,3
3399,29,42,379357.74,1,1,3,113,,2
3400,1,51,195588.49000000002,5,2,1,521,,3
3401,39,50,402300.06,1,2,3,123,,2
3402,11,71,460448.78,3,5,4,354,Loyal,0
3403,1,39,204523.03,5,1,1,511,,3
3404,33,44,458973.22000000003,1,1,4,114,,2
3405,29,55,518572.01,1,3,4,134,,2
3406,37,59,398411.81,1,4,3,143,At Risk,2
3407,25,51,292367.83,1,2,2,122,,2
3408,10,70,598614.23,3,5,5,355,Loyal,0
3409,7,73,438741.44,4,5,4,454,Champions,0
3410,3,56,373761.86,5,3,3,533,Loyal,0
3411,3,58,936379.04,5,4,5,545,Champions,0
3412,2,61,440644.85000000003,5,4,4,544,Champions,0
3413,21,42,150889.56,2,1,1,211,,3
3414,35,61,293005.83999999997,1,4,2,142,At Risk,2
3415,14,58,491165.54,2,4,4,244,At Risk,0
3416,13,41,391812.73,2,1,3,213,,1
3417,4,58,221999.16,5,4,1,541,Loyal,3
3418,17,58,334881.13,2,4,3,243,At Risk,0
3419,6,59,343439.37,4,4,3,443,Loyal,0
3420,38,57,227453.78999999998,1,3,2,132,,2
3421,13,55,333832.93,2,3,3,233,,1
3422,15,49,422474.89999999997,2,1,4,214,,1
3423,4,68,461358.3,5,5,4,554,Champions,0
3424,12,59,131953.43,3,4,1,341,Loyal,3
3425,8,53,387251.14,3,2,3,323,,1
3426,5,49,426496.92,4,1,4,414,,1
3427,3,53,293917.72,5,2,2,522,,1
3428,1,46,146203.28,5,1,1,511,,3
